sense	pos	Concepticon_ID	Concepticon_Gloss
Hausgenosse	Noun, common, masculine		
Entschuldigung	Noun, common, feminine		
schwanger	Noun, common, feminine	1123	PREGNANT
Stammesgenosse, Landsmann	Noun, common, masculine		
Vertauschung	Noun, common, feminine		
hinein	Adverb, directional		
innen, innerhalb	Adverb, locative		
zum Hause gehörig, Hausgenosse	Adjective		
von innen	Adverb, directional		
Eingang, Eintritt	Noun, common, feminine		
von innen	Adverb, directional		
Erneuerung	Noun, common, feminine		
der innere	Adjective, Comparative		
Erzählung, Aussage, Zeugnis	Noun, common, feminine	2060	STORY
ohne, außer	Preposition, +A	1478	WITHOUT
in, auf, an, unter	<none>	1485	BELOW OR UNDER
Ungerechtigkeit	Noun, common, feminine		
ungerecht	Adjective		
innerhalb des Gesetzes stehend	Adjective		
Ioanan	Noun, proper		
Ioda	Noun, proper		
Iohanna	Noun, proper		
Iohanna	Noun, proper		
Iohannes	Noun, proper		
Iora	Noun, proper		
Ioreim	Noun, proper		
Iosef	Noun, proper		
Iosezis	Noun, proper		
er, der	Pronoun, personal	1211	HE
Isak	Noun, proper		
Iskariotes	Noun, proper		
Israel	Noun, proper		
Israeleites	Noun, proper		
essen	Verb	1336	EAT
etw verzehren, fressen	Verb		
Ituraia	Noun, proper		
aber	Conjunction	3843	BUT
Iudaia	Noun, proper		
Iudaialand	Noun, common, neuter		
Iudaius	Noun, proper		
Judaius	<none>		
auf jüdische Weise	Adverb		
jüdisch leben	Verb		
Iudas	Noun, proper		
Haufe	Noun, common, feminine		
aufwärts	Adverb, directional	1591	UP
oben	Adverb, locative	1265	HIGH
von oben	Adverb		
von oben her	Adverb, directional		
Iuse	<none>		
Erholung	Noun, common, feminine		
vorzüglicher	Adjective, Comparative		
izei	Unassigned		
ize	<none>		
euer	Pronoun, possesive	2274	YOUR (PLURAL)
der du	Pronoun, personal, relative	1215	THOU
ja	Unassigned	1268	YES
ob	Unassigned		
Jaeirus	<none>		
und, und zwar, auch	Unassigned	1577	AND
ja, wahrlich, fürwahr	Unassigned	1268	YES
an jenem Ort, dort	Adverb, locative	1937	THERE
dorthin	Adverb, directional	2923	THITHER (THERE TO)
dorthin	Adverb, directional	2923	THITHER (THERE TO)
dorthin gewandt	Adjective		
jener	Pronoun, demonstrative	78	THAT
dorther	Adverb, directional		
P	Noun, proper		
Janna	Noun, proper		
Jannes	Noun, proper		
und wenn	Conjunction		
ob	Unassigned		
Jaurdanau	<none>		
Jahr	Noun, common, neuter	1226	YEAR
Zornausbrüche; Streitereien	Noun, common, feminine		
kämpfen; obsiegen	Verb	1423	FIGHT
besiegen	Verb	782	DEFEAT
Julmonat	Unassigned		
jota	Noun, common, masculine		
schon	Adverb, temporal	2576	ALREADY
jüdisch	Adjective		
Judaius	<none>		
Judas	<none>		
jung; jugendlich	Adjective	1207	YOUNG
Gespann	Noun, common, neuter		
Joch	Noun, common, feminine	14	YOKE
Jugend	Noun, common, feminine		
ihr	Pronoun, personal	1213	YOU
Justus	Noun, proper		
schon	Adverb	2576	ALREADY
jūzei	Pronoun, personal, relative		
Kaballarja	Noun, proper		
Kaeinan	Noun, proper		
Kafarnaum	Noun, proper		
Kaidmeiel	Noun, proper		
Kaidron	Noun, proper		
Kaiser	Noun, common, masculine		
Census, Steuer	Noun, common, neuter		
Kaisaria	Noun, proper		
Kajafa	Noun, proper		
Kalbe 	Noun, common, feminine		
kalt	Adjective	1287	COLD
Hurerei	Noun, common, masculine		
Hure	Noun, common, feminine	1610	PROSTITUTE
Kananeites	Noun, proper		
kennen, wissen	<none>	1410	KNOW (SOMETHING)
einem  kund tun	Verb		
verkünden	Verb		
verkünden	Verb		
das Haar abschneiden	Verb		
Sorge	Noun, common, feminine	1668	GRIEF
[Kareiaþiareim]	Noun, proper		
Kerker	Noun, common, feminine		
sich kümmern	Verb		
besorgen	Verb		
Karpus	Noun, proper		
Gefäß	Noun, common, neuter		
Töpfer	Noun, common, masculine		
Kessel	Noun, common, masculine	854	KETTLE
den Kolossern	Noun, proper		
ohrfeigen	Verb		
Geschäfte machen, Handel treiben	Verb	2135	TRADE OR BARTER
Kaurazein	Noun, proper		
Gabe, fromme Stiftung	Foreign word		
Tempelschatz	Noun, common		
Schwere, Fülle	Noun, common, feminine		
Kaurinþius	Noun, proper		
Kaurinþon	Noun, proper		
Last	Noun, common, feminine	1679	LOAD
drücken, belästigen	Verb	1913	PRESS
beschweren	Verb		
mitbelastet mit	Verb		
schwer, lästig	Adjective	1210	HEAVY
Getreide	Noun, common, neuter	605	GRAIN
Korn	Noun, common, neuter	605	GRAIN
kosten, kennen lernen	Verb	21	TASTE (SOMETHING)
erproben	Verb		
kawtsjo	Foreign word		
Kefas	Noun, proper		
keimen	Verb		
hervorkeimen	Verb		
mithervorkeimen	Verb		
Turm; Speisesaal im Obergeschoss	Noun, common, neuter		
Kileikia	Noun, proper		
Mutterleib	Noun, common, feminine		
Statthalter	Noun, common, masculine		
Wange	Noun, common, feminine	1730	CHEEK
Heller	Noun, common, masculine		
etwas  prüfen	Verb		
erproben	Verb		
erproben	Verb		
Klemaintau	Noun, proper		
Klaimaintau	<none>		
gellen	Verb		
Becken	Noun, common, feminine		
Knie	Noun, common, neuter	1371	KNEE
Geschlecht	Noun, common, feminine		
niederfallen	Verb		
Kosam	Noun, proper		
Grieche 	Noun, common, masculine		
[Kreskus]	Noun, proper		
Kretai	Noun, proper		
Kretes	Noun, proper		
Krispus	Noun, proper		
knirschen	Verb		
zerbrechen, zerschellen	Verb	2558	BREAK (CLEAVE)
Knirschen	Noun, common		
Tischgesellschaft, Gruppe	Noun, common, masculine		
einen küssen	Verb		
mit Küssen bedecken	Verb		
sich niederlegen, zu Tische legen	Verb	215	LIE DOWN
kumei	Foreign word		
Fessel	Noun, common, feminine		
Geschlecht, Stamm	Noun, common, neuter	344	TREE TRUNK
kennen, wissen	Verb	1410	KNOW (SOMETHING)
verachten	Verb	2715	DESPISE
sich unterordnen, gehorchen	Verb	1635	OBEY
-kunnan	Verb		
etw lesen	Verb		
gewähren	Verb		
kennen lernen, erfahren	Verb	2218	EXPERIENCED
erkennen	Verb	2870	RECOGNIZE (SOMEBODY)
Kunde, Kenntnis	Noun, common, neuter		
kund, bekannt	Adjective	3005	FAMILIAR
Kusa	Noun, proper		
Kustanteinus	Noun, proper		
Prüfung	Noun, common, masculine		
Quirinius	Noun, proper		
Einwohner von Kyrene	Noun, proper		
Langmut	Noun, common, feminine		
Länge	Noun, common, feminine	2537	LENGTH
lang	Adjective	1203	LONG
legen, auflegen, hinlegen	Verb	2071	LAY (VERB)
etwas ablegen	Verb		
einem  auflegen	Verb		
hinlegen, auflegen	Verb	998	PUT
einem  etw vorlegen	Verb		
hinlegen	Verb	998	PUT
überdecken	Verb		
us-lagjan	Verb		
schmähn	Verb		
lauan	<none>		
Überbleibsel	Noun, common, feminine		
übrig lassen	Verb		
bleiben	<none>	987	REMAIN
Legion	Foreign word		
etw belecken	Verb		
hüpfen, springen	Verb	1829	JUMP
einen  verspotten	Verb		
Tanz	Noun, common, masculine		
Leseabschnitt	Foreign word		
 weiß	Verb	1335	WHITE
Lehrer	Noun, common, masculine	1038	TEACHER
zum Lehren befähigt	Adjective		
Lehre	Noun, common, feminine		
lehren	Verb	709	TEACH
lehren	Verb	709	TEACH
belehren	Verb		
einem folgen, nachstreben	Verb		
einem nachfolgen, nachstreben; nachgehn 	Verb		
Gastfreundschaft pflegend	Verb		
Spur	Noun, common, masculine	318	FOOTPRINT
Laiwweis	Noun, proper		
Laiwweiteis	Noun, common		
Lamaik	Noun, proper		
Lamm, Schaf	Noun, common, neuter	1331	SHEEP
Land; Gegend	Noun, common, neuter	1300	COUNTRY
schwach	Adjective	1601	WEAK
Lässigkeit	Noun, common, feminine		
aufhalten	Verb		
verhindern; ihr bekommt keine Gelegenheit	Verb	1550	PREVENT
verhindern	Verb	1550	PREVENT
lässig, faul	Adjective	1564	LAZY
gern	Adverb		
laden	Verb	3669	LOAD (SOMETHING)
berufen	Verb		
zusammenberufen, einladen	Verb	1611	INVITE
Einladung, Berufung	Noun, common, feminine		
schmähn	<none>		
glauben	Verb	1890	BELIEVE
einem erlauben	Verb		
Laudeikaia	Noun, proper		
Gestalt	Noun, common, feminine		
Laub, Blatt	Noun, common, masculine	628	LEAF
leugnen	Verb	755	DENY
verborgen bleiben	Verb		
blitzen	Verb		
Blitz	Noun, common, feminine	1654	LIGHTNING
Lauidjai	Noun, proper		
Lohn	Noun, common, neuter	1122	WAGES
undankbar	Adjective		
los, leer	Adjective	1624	EMPTY
leeres Gerede	Noun, common, feminine		
leeres Gerede	Noun, common, neuter		
hohle Schwätzer	Adjective		
mit leeren Händen	Adjective		
lösen	Verb	352	UNTIE
erlösen, befreien	Verb		
entwurzele dich	Verb		
Fasten	Noun, common, feminine	303	ABSTAIN FROM FOOD
leeren Magens, nüchtern	Adjective		
Lazarus	Noun, proper		
bleiben	Verb	987	REMAIN
leicht	Adjective	1052	LIGHT (WEIGHT)
leihen; sich borgen von	Verb	582	LEND
Körper, Leib	Noun, common, neuter	1480	BODY
Gefallen	Noun, common, feminine		
einem gefallen, zu Gefallen sein	Verb		
gefallen	Verb		
vorhergefallen	Verb		
leiblich, fleischlich	Adjective		
Arzt	<none>	597	PHYSICIAN
anstaunen, bewundern	<none>		
meine Nachahmer	Verb		
sich verwandeln, eine Gestalt annehmen	Verb		
verwandeln	Verb		
mitnachahmen	Verb		
þairh-gáleikon	Verb		
Leinwand	Noun, common, neuter		
lassen	<none>	2896	CAUSE TO (LET)
klein, wenig	Adjective	1246	SMALL
weggehn, entweichen, verreisen	Verb	1752	LEAVE
verlassen, zurücklassen	Verb	1752	LEAVE
kommen, gehn	Verb	1446	COME
hineingehn	Verb		
mithineingehn	Verb		
hinzukommen	Verb		
hindurchgehn	Verb		
übersetzen	Verb	2906	TRANSLATE
hinausgehn, weggehn; verreisen	Verb	1752	LEAVE
Obstwein	Noun, common		
Arzt	Noun, common, masculine	597	PHYSICIAN
Heilung	Noun, common, masculine		
heilen	Verb	499	CURE
herstellen	Verb	2886	PRODUCE
lassen	Verb	2896	CAUSE TO (LET)
entlassen	Verb	1095	LET GO OR SET FREE
lassen; frei lassen, entlassen; unterlassen; zulassen, erlauben; erlassen, vergeben; herablassen	Verb	2896	CAUSE TO (LET)
ausschließen	Verb		
scheiden	Verb		
Gelegenheit, Veranlassung	Noun, common		
verraten	Verb	1902	BETRAY
verraten	Verb	1902	BETRAY
hingeben, überlassen	Verb		
Leben	Noun, common, feminine	210	LIFE
leben	Verb	1422	BE ALIVE
mitleben	Verb		
übrig bleiben	Verb		
liegen	Verb	1411	LIE (REST)
steht in meiner Macht	Verb		
unterliegen	Verb		
Lager, Bett	Noun, common, masculine	1663	BED
lima	Foreign word		
weggehn	Verb	1752	LEAVE
lesen, sammeln	Verb	724	READ
zusammenlesen, versammeln	Verb		
listig	Adjective		
List	Noun, common		
Heuchelei	Noun, common, feminine		
Bittgebet	Noun, common, feminine		
heucheln mit	Verb		
Glied	Noun, common, masculine	1222	PENIS
lieblich	Adjective		
wachsen	Verb	479	GROW
einem  danken	<none>		
lieb	Adjective	2470	DEAR
Heirat, Ehe	Noun, common, feminine	2432	MARRIAGE
heiraten	Verb	203	MARRY
ein Weib nehmen	Verb		
lügen	Verb	601	LIE (MISLEAD)
Lüge	Noun, common	2826	LIE (FALSEHOOD)
Lügenprophet	Noun, common, masculine		
Lügen redend	Adjective		
Lügner	Noun, common, masculine	3470	LIAR
liuhadei	Noun, common, feminine		
Helle, Glanz	Noun, common, feminine		
hell	Adjective	679	BRIGHT
Licht	Noun, common, neuter	630	LIGHT (RADIATION)
leuchten	Verb		
etw erleuchten, ans Licht bringen	Verb		
erleuchten	Verb		
etwas verlieren	Verb		
Heuchelei	Noun, common, feminine		
Gaukler	Adjective		
Sänger	Noun, common, masculine		
einem lobsingen	Verb		
flache Hand	Noun, common, masculine		
Loþ	Noun, proper		
Hoffnung	Noun, common, feminine		
giftkundig	Adjective		
Giftmischerei, Zauberei	Noun, common, feminine		
Angesicht	Noun, common, feminine		
Luft	Noun, common	27	AIR
verschließen	Verb		
erschließen, öffnen	Verb	1156	OPEN
Leuchte, Licht	Noun, common, neuter	630	LIGHT (RADIATION)
Leuchter	Noun, common, masculine		
Lukas	Noun, proper		
Lukius	Noun, proper		
sich verschließen	Verb		
sich erschließen, öffnen	Verb	1156	OPEN
Lösegeld	Noun, common		
verloren gehn	Verb		
begehren	Verb		
Lust, Begierde	Noun, common, masculine	2960	LONGING (WISH)
ersehnt	Adjective		
taüschen	Verb		
verführen, irre führen	Verb		
Lwddomaeis	Noun, proper		
Lwsanius	Noun, proper		
Lwstrws	Noun, proper		
Maeinan	Noun, proper		
können, vermögen	Verb	972	BE ABLE
gelten, bedeuten	Verb		
Jungfrauschaft	Noun, common, feminine		
Jungfrau	Noun, common, feminine		
Magdalan	Noun, proper		
Magdalene	Noun, proper		
Knäblein	Noun, common, masculine		
Knabe	Noun, common, masculine	1366	BOY
Mahath	Noun, proper		
mächtig; möglich	Adjective	3001	POWERFUL
vergewaltigen; rauben; kränken, quälen; erpressen; mißhandeln	Verb	1952	TORTURE
mahts	<none>		
Macht, Kraft, Vermögen	Noun, common, feminine	2526	POWER
tauschen	Verb	2509	EXCHANGE
verwandeln	Verb		
Mist	Noun, common, masculine		
Mailaian	Noun, proper		
Runzel	Noun, common		
Mailkei	Noun, proper		
Pergament	Noun, common, masculine		
gemein machen	Verb		
verunreinigen	Verb		
mehr	Adverb, Comparative	1992	MORE
Maisaullam	Noun, proper		
der größte	Adverb, Superlative		
höchstens	Adverb, Comparative		
etw schneiden, hauen von	Verb		
abhauen, abschneiden	Verb		
beschneiden	Verb		
zerschneiden, verschneiden	Verb		
ausschneiden, abschneiden, ausrotten	Verb		
Geschenk	Noun, common	2982	GIFT
größer	Adjective, Comparative		
Makeibis	Noun, proper		
Makidoneis	Noun, proper		
Makidonja	Noun, proper		
Makmas	Noun, proper		
mahlen	Verb	1033	GRIND
[Malailaiel]	Noun, proper		
Malkus	Noun, proper		
Sand	Noun, common, masculine	671	SAND
Motte	Noun, common	2828	MOTH
zermalmen	Verb		
Mambres	Noun, proper		
Fleisch	Noun, common, feminine	634	MEAT
mammona	Noun, common		
verhöhnen	Verb		
meinen, glauben, dafür halten	<none>	1890	BELIEVE
Fülle	Noun, common, feminine		
Menge	Noun, common, feminine	2987	AMOUNT
mannigfaltig	Adjective		
etw mehren	Verb		
reichlich vorhanden sein, Überfluß haben an	Verb		
sich vermehren zu	Verb		
mancher, viel	Adjective	1198	MANY
Menschenmörder	Noun, common, masculine		
Welt, Menschheit	Noun, common, feminine	965	WORLD
der Gestalt nach	Noun, common		
Bild	Noun, common, masculine	3303	PICTURE (PAINTING)
manna	Noun, common		
Mensch, mann	Noun, common, masculine	683	PERSON
niemand	Pronoun, indefinite	3887	NOBODY
Menschlichkeit	Noun, common, masculine		
menschlich	Adjective		
Bereitschaft	Noun, common, feminine		
etw bereitmachen, zurechtmachen	Verb		
etw vorbereiten	Verb		
einem etw bereiten zu	Verb		
etw vorher zubereiten	Verb		
bereit	Adjective		
der Herr kommt	Foreign word		
Meer	Noun, common, feminine	1474	SEA
Maria	<none>		
Perle	Noun, common	3325	PEARL
See	Noun, common, masculine	624	LAKE
Marja	Noun, proper		
Mark, Grenze	Noun, common, feminine	2546	BORDER
Marcellus von Ancyra	Noun, proper		
[ga-markon]	Verb		
Markus	Noun, proper		
Martyrer	Noun, common		
Marþa	Noun, proper		
Ärgernis	Noun, common, feminine		
einen ärgern, ihm zum Ärgernis sein	Verb		
Ärgernis nehmen	Verb		
Ärgernis erregen	Verb		
Ranzen, Speisesack	Noun, common, masculine		
essen	Verb	1336	EAT
essen	Verb	1336	EAT
Speise	Noun, common, masculine	256	FOOD
Mattaþanis	Noun, proper		
Mattaþius	Noun, proper		
Matþaius	Noun, proper		
Matþat	Noun, proper		
Wurm	Noun, common, masculine	1219	WORM
Versammlungsort, Marktplatz	Noun, common		
Rede, Redeweise	Noun, common, feminine	1115	SPEECH
reden	Verb	2708	TALK
Maþusalis	Noun, proper		
einen erinnern	Verb		
einen erinnern an	Verb		
Morgen	Noun, common, masculine	1339	MORNING
verkürzen	Verb		
sorgen für 	Verb		
Mord	Noun, common, neuter	845	MURDER
morden	Verb		
Mädchen	Noun, common, feminine	1646	GIRL
Mädchen	Noun, common, feminine	1646	GIRL
Eidam	Noun, common, masculine		
mein	Pronoun, possesive	2090	MY
Schwert	Noun, common		
Zeit, Stunde	Noun, common, neuter	892	TIME
Scheffel	Noun, common, masculine		
schreiben	Verb	1672	WRITE
aufschreiben	Verb		
vorzeichnen, vormalen	Verb		
schreiben	Verb	1672	WRITE
vorher schreiben	Verb		
unterschreiben	Verb		
etw überschreiben	Verb		
Mond	Noun, common, masculine	1313	MOON
Monat	Noun, common, masculine	1370	MONTH
Verkündigung, Predigt	Noun, common, feminine		
Merila	Noun, proper		
Gerücht, Kunde	Noun, common, feminine		
etw künden, kund tun	Verb		
Verkündiger, Prediger	Noun, common, masculine		
verkünden	Verb		
einem eine frohe Botschaft künden	Verb		
lästern	Verb	3641	SLANDER
sich  verbreiten	Verb		
Tisch; Schüssel, Platte; Kelter	Noun, common, neuter	1775	TABLE
Zwischenwand	Noun, common		
Überflutung, Sintflut	Noun, common, feminine		
midjis	Adjective		
die bewohnte Erde, der Erdkreis	Noun, common, masculine		
Mitte	Noun, common, feminine	1093	MIDDLE
Mittler	Noun, common, masculine		
Größe	Noun, common, feminine	2845	SIZE (OF OBJECT)
Größe	Noun, common, feminine	2845	SIZE (OF OBJECT)
preisen	Verb		
preisen	Verb		
verherrlicht werden	Verb		
groß	Adjective	1202	BIG
hochmütig	Adjective		
Milde	Noun, common, feminine		
Wolke	Noun, common, masculine	1489	CLOUD
die Soldaten	Verb		
Honig	Noun, common, neuter	942	HONEY
Milch	Noun, common, feminine	635	MILK
mimz	Noun, common		
der kleinste, geringste	Adjective, Superlative		
kleiner, geringer	Adjective, Comparative		
minder, weniger	Adverb, Comparative		
abnehmen	Verb	2864	DECREASE
Missetat	Noun, common, feminine		
verschieden	Adjective	2504	DIFFERENT
Zwiespalt, Mißrede	Noun, common, feminine		
Übeltäter	<none>		
einander	Adverb		
Maß	Noun, common, feminine		
messen	Verb	1506	MEASURE
zumessen	Verb		
wandeln, sich benehmen, leben	Verb	1422	BE ALIVE
Maß	Noun, common, feminine		
ermessen, denken, überlegen	Verb	1415	THINK (REFLECT)
vergessen	Verb	1523	FORGET
Überlegung, Gedanke	Noun, common, feminine	2975	THOUGHT
mit, bei, unter	Preposition, +D	1485	BELOW OR UNDER
Zwischenwand	<none>		
inzwischen	Adverb		
während	Conjunction		
Bewußtsein, Gewissen	Noun, common, feminine		
Lohn	Noun, common, feminine	1122	WAGES
zornig auf 	Adjective		
ermüdet	<none>	1757	TIRED
Moses	Noun, proper		
Zoll	Noun, common, feminine		
Raum finden	Verb		
Zöllner	Noun, common, masculine		
Zollstätte	Noun, common, masculine		
einem begegnen	Verb		
einem begegnen	Verb		
Zorn	Noun, common, masculine		
Nachgiebigkeit, Sanftmut	Noun, common, feminine		
Staub	Noun, common, feminine	2	DUST
von Staub, irdisch	Adjective		
einem das Maul verbinden	Verb		
meinen, glauben, dafür halten	Verb	1890	BELIEVE
sich einer Sache	Verb		
etw zu tun gedenken, wollen	Verb	1784	WANT
einen besehn, sehen auf	Verb		
Ziel	Noun, common, feminine		
vergessen	Verb	1523	FORGET
Gedanke, Meinung	Noun, common, masculine	2975	THOUGHT
Mund	Noun, common, masculine	674	MOUTH
Nabaw	Noun, proper		
Natter	Noun, common		
[Naem]	Noun, proper		
Naggai	Noun, proper		
festnageln an	Verb		
es ist erlaubt, nötig	Verb		
es genügt einem	Verb		
Nahasson	Noun, proper		
, Abendessen, Abendmahl, Gastmahl	Noun, common, masculine		
Nacht	Noun, common, feminine	1233	NIGHT
Naiman	Noun, proper		
Lästerung	Noun, common, feminine		
beschimpfen	Verb		
Naitofaþeis	Noun, proper		
Nakor	Noun, proper		
nennen	Verb	180	CALL BY NAME
benennen	Verb	180	CALL BY NAME
Name	Noun, common, neuter	1405	NAME
Mut fassen, sich erkühnen	Verb		
aufhören	Verb	1928	CEASE
Nacktheit	Noun, common, feminine		
nackt	Adjective	590	NAKED
Narde	Noun, common, masculine		
Rettung, Heil	Noun, common, feminine		
retten	Verb	2008	RESCUE
Heiland	Noun, common, masculine		
erretten, herstellen	Verb	2886	PRODUCE
Netz	Noun, common, neuter	2963	NET
netzen	Verb		
benetzen	Verb		
Naþan	Noun, proper		
November	Foreign word	2854	NOVEMBER
Kette, Handschellen	Noun, common, feminine	1627	CHAIN
notwendig	Adjective		
Notwendigkeit	Noun, common, feminine		
Nauel	Noun, proper		
noch	Adverb	2919	STILL (CONTINUING)
noch	Unassigned	2919	STILL (CONTINUING)
noch	Unassigned	2919	STILL (CONTINUING)
und sogar noch	Unassigned		
Naum	Noun, proper		
der Tote	Noun, common, masculine		
nötigen	Verb		
durch Zwang veranlassen	Verb		
Not, Zwang	Noun, common, feminine		
tot	Adjective	1625	DEAD
begraben	Verb	1719	BURY
einen mit jemand  begraben	Verb		
Nazaraiþ	Noun, proper		
Nazoräer, Nazarener	Noun, proper		
Nazoräer, Nazarener	Noun, proper		
nein	Unassigned	1269	NO
nahe	Adverb	1942	NEAR
näher	Adverb, Comparative		
nahe	Adverb, locative	1942	NEAR
sich einem nähern	Verb		
herannahen	Verb		
der Nächste	Noun, common, masculine		
nicht	Unassigned	1240	NOT
Neid	Noun, common, neuter	40	ENVY
Nekaudemus	<none>		
es auf jemand abgesehn haben	Verb		
Nerins	Noun, proper		
Nadel	Noun, common, feminine	1382	NEEDLE (FOR SEWING)
nicht	Unassigned	1240	NOT
doch nicht etwa	Unassigned		
das Verzehren, der Rost	Noun, common		
und nicht, auch nicht, nicht	Unassigned	1240	NOT
Nikaudemus	Noun, proper		
nehmen, annehmen, aufnehmen, empfangen, fangen	Verb	1749	TAKE
abnehmen, wegnehmen	Verb	2864	DECREASE
annehmen, aufnehmen, empfangen	Verb	694	GET
aufnehmen; wohin versetzen	Verb		
wegnehmen	Verb		
besitzen	Verb	684	OWN
nehmen	Verb	1749	TAKE
mitnehmen	Verb		
hernehmen	Verb		
annehmen, gelten lassen	Verb		
herausnehmen, wegnehmen	Verb		
genesen, errettet werden	Verb	1978	RECOVER
nist	Unassigned		
helfen	Verb	1897	HELP
Verwandter	Noun, common, masculine		
die Verwandte	Noun, common, feminine		
nicht	Unassigned	1240	NOT
Heimsuchung	Noun, common, feminine		
auskundschaften, ausspionieren	Verb		
erneuern	Verb		
 der Neubekehrte, der Neuling	Participle, past		
neu	Adjective	1231	NEW
Neuheit	Noun, common, feminine		
Unverstand	Noun, common, feminine		
unmündig, kindisch	Adjective		
neun	Numeral, cardinal	1483	NINE
der neunte	Numeral, ordinal		
neunzig	Numeral, cardinal	1724	NINETY
treffen, erreichen; einer Sache froh sein	Verb	1831	MEET
ergreifen, erwischen	Verb	855	SEIZE
die er uns reichlich gewährte	Verb		
zur Genüge versehn sein mit 	Verb		
auf dem Achterdeck	Noun, common		
nun, jetzt	Adverb	1376	NOW
denn	Unassigned		
demnach, daher	Unassigned		
Fänger, Fischer	Noun, common, masculine	1858	FISHERMAN
Nwmfan	Noun, proper		
ach, pfui	Interjection		
Obeid	Noun, proper		
Odueia	Noun, proper		
sich fürchten vor 	Verb		
einen schrecken	Verb		
Zeit habend	<none>		
Osaiin	Noun, proper		
osanna	Foreign word		
Leibrock, Unterkleid	Noun, common, feminine		
 bekleiden	Verb		
paintekuste	Noun, common		
Paitrus	Noun, proper		
Presbyter, Geistlicher	Noun, common		
Tröster	Noun, common, masculine		
Rüsttag	Noun, common		
paska	Noun, common		
pasxa	<none>		
Pauntius	Noun, proper		
Purpur	Noun, common		
paurpaura	<none>		
purpurn	Adjective		
Pawlus	Noun, proper		
Palmbaum	Noun, common, masculine		
Peilatus	Noun, proper		
unverfälschte o flüssige Narde	Adjective		
Straße	Noun, common, feminine	667	ROAD
Flicken	Noun, common		
tanzen	Verb	1879	DANCE
bedrängen	Verb		
praitoriaun	Noun, common		
christlich Gemeindebehörde	Noun, common, feminine		
praizbwtairi	Noun, common, neuter		
Prophetin	Noun, common, feminine		
Prophet	Noun, common		
Weissagung	Noun, common		
weissagen	Verb		
Priska	Noun, proper		
Psalm	Noun, common		
Geldbeutel	Noun, common		
Pfund	Noun, common		
weinen, trauern	Verb	1839	CRY
Sanftmut	Noun, common, feminine		
sanft, freundlich gegen	Adjective	1856	SOFT
Pfahl, Stachel	Noun, common, neuter	3798	STINGER
Quartus	Noun, proper		
Eheweib	Noun, common, feminine		
kommen	Verb	1446	COME
hinzutreten	Verb		
einen überfallen	Verb		
vor jemand hergehn	Verb		
etw verzehren, ausgeben, vertun	Verb		
zusammenkommen	Verb		
mitkommen mit	Verb		
umbringen, den Tod geben	Verb	1417	KILL
weiblichen Geschlechts	Adjective		
Frauenzimmer, Weibsleute	Adjective		
femina, Weib	Noun, common, feminine	962	WOMAN
Verderben	Noun, common, feminine	92	SPOIL (SOMEBODY OR SOMETHING)
verderben	Verb	92	SPOIL (SOMEBODY OR SOMETHING)
verderben, umbringen	Verb	92	SPOIL (SOMEBODY OR SOMETHING)
verderben, umbringen	Verb	92	SPOIL (SOMEBODY OR SOMETHING)
umkommen, zugrunde gehn	Verb	2865	DIE (FROM ACCIDENT)
sagen	Verb	1458	SAY
verzichten auf	Verb		
verleumden, verlästern	Verb		
Abschied nehmen 	Verb		
sich entschuldigen	Verb		
vorhersagen	Verb		
für ungültig erklären, aufheben	Verb	371	PICK UP
sich verabreden, übereinkommen, beschließen	Verb		
mitsprechen, nachsprechen	Verb		
ein Gerede verbreiten	Verb		
die Schwangere	Noun, common, feminine		
Magen; Mutterschoß	Noun, common, masculine	819	STOMACH
beleben	Verb		
beleben	Verb		
mitbeleben	Verb		
aufleben	Verb		
lebendig	Adjective	1422	BE ALIVE
Feuchtigkeit	Noun, common, feminine		
das Kommen; Gegenwart, Ankunft, Wiederkunft Christi	Noun, common, masculine	1446	COME
rabbaunei	Foreign word		
rabbei	Foreign word		
Ragaw	Noun, proper		
Rat, Beschluß	Noun, common, neuter		
Ratgeber, Ratsherr	Noun, common, masculine		
etw verwalten	Verb		
einen Rat geben	Verb		
rechnen	Verb	2867	CALCULATE
einen übertreffen an	Verb		
abschätzen	Verb		
darreichen	Verb		
Raibaikka	Noun, proper		
verordnen	Verb		
befehlen, verordnen, bestimmen	Verb	1998	COMMAND
nämlich, doch, etwa	Conjunction		
als gerecht erweisen	Verb		
vollends in Ordnung bringen	Verb		
recht, grade	Adjective	1062	LAW
recht, richtig	Adverb, Comparative	1725	CORRECT (RIGHT)
zum Aufstehn bringen, aufrichten, erwecken	Verb		
raka	Foreign word		
aufrecken	Verb		
Rama	Noun, proper		
aufgehn lassen	Verb		
Meile	Noun, common, feminine		
zählen	Verb	1420	COUNT
Abrechnung, Konto; Zahl	Noun, common, feminine	1356	NUMBER
leichter	Adjective, Comparative		
einen berauben	Verb		
erzürnt werden	Verb		
raufen	Verb		
Rohr	Noun, common, neuter	2956	TUBE
rot	Adjective	156	RED
Sprache, Sprechweise	Noun, common, feminine	1307	LANGUAGE
Haus	Noun, common, neuter	1252	HOUSE
Vorsorge treffen für	Verb		
einen vorherbestimmen zu	Verb		
besorgen, gewähren	Verb		
warum lasset ihr euch Satzungen auflegen, als lebtet ihr in der Welt	Verb		
Reich, Herrschaft, Obrigkeit	Noun, common, neuter	712	RICH
herrschen über	Verb		
reikeis	Adjective		
reiks	Adjective		
